OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count,relative_price,cluster_id
604,9234966.0,48002378,100,100.0,t,t,f,47.68793,-122.33807,4,1.0,1.0,2.0,118.0,2.0,1125.0,4.93,4.96,4.96,4.98,4.98,4.96,4.89,t,1,5,3,t,t,2,32,2594,0.09,1.11,1.2,2241.1718145098966,9369.631581508278,26,181.19230769230768,49,11.0,0,-63.19230769230768,0
605,9262389.0,11853720,90,85.0,f,t,t,47.65981,-122.35983,3,1.0,1.0,2.0,115.0,2.0,1125.0,4.79,4.91,4.9,4.94,4.93,4.83,4.81,f,1,5,3,t,t,3,41,3233,0.06,0.79,0.85,1286.8841833237464,6613.681047082277,45,206.95555555555555,20,10.0,0,-91.95555555555555,0
606,9303743.0,48299575,100,90.0,f,t,f,47.60266,-122.298,6,3.5,3.0,3.0,350.0,2.0,1125.0,4.92,4.96,4.96,4.92,4.79,4.71,4.79,f,1,4,3,t,f,2,31,2590,-1.02,-2.09,-3.11,2480.5870921340666,2414.445003820975,40,157.7,21,20.0,0,192.3,2
607,9331449.0,6407320,100,76.0,f,t,t,47.67215291886388,-122.37372138221404,12,2.5,4.0,2.0,300.0,1.3,1125.0,4.86,4.93,4.43,4.93,5.0,4.93,4.79,f,3,5,2,t,t,2,21,3495,-1.07,-0.17,-1.24,1634.697873125198,8274.36007080175,26,217.80769230769232,92,8.0,0,82.19230769230768,2
608,9364302.0,10397663,100,100.0,t,t,t,47.56094,-122.27066,6,2.0,3.0,3.0,500.0,4.0,60.0,4.93,5.0,4.93,5.0,4.86,5.0,4.57,f,1,5,3,t,f,2,37,3293,-1.04,0.04,-1.0,5068.759853361878,6535.271108751433,18,201.72222222222223,6,2.0,0,298.27777777777777,1
609,9367465.0,48604323,100,100.0,t,t,t,47.66314,-122.36185,4,1.0,1.0,1.0,120.0,2.0,1125.0,4.96,5.0,4.98,4.98,4.99,4.93,4.93,f,1,5,3,t,t,2,23,2587,0.3,0.04,0.34,1067.2720228756864,7013.446707649852,39,224.5897435897436,19,11.0,0,-104.58974358974359,0
610,9368342.0,1039322,100,93.0,t,t,t,47.63793,-122.36792,2,1.5,1.0,1.0,150.0,7.0,1104.7,4.98,5.0,5.0,5.0,5.0,4.92,4.92,f,1,4,3,t,t,2,34,4119,-0.87,0.47,-0.4,2621.9124252714123,4740.366162534586,57,303.50877192982455,23,18.0,0,-153.50877192982455,0
611,9407255.0,11656980,100,67.0,f,t,t,47.60404,-122.29423,4,1.0,2.0,3.0,120.0,30.0,1125.0,5.0,5.0,4.89,5.0,5.0,4.89,5.0,t,1,5,3,t,f,2,47,3239,-1.1,0.25,-0.85,2755.7811370240133,2694.477203802048,35,148.1428571428571,13,21.0,0,-28.14285714285711,0
612,9435521.0,45329766,100,97.0,t,t,t,47.56912,-122.35872,3,1.0,1.0,1.0,98.0,1.0,10.0,4.92,4.94,4.96,4.97,4.95,4.82,4.85,f,2,5,2,t,t,2,52,2628,0.4,-1.24,-0.84,2027.6008684550384,4420.583165004595,15,221.7333333333333,7,4.0,0,-123.73333333333329,0
613,9448215.0,48441443,100,44.0,f,t,t,47.60962,-122.31315,2,1.0,1.0,2.0,90.0,30.0,1125.0,4.57,4.57,4.0,4.86,4.86,5.0,4.57,f,5,4,2,f,t,2,2,2589,-1.12,1.11,-0.01,1447.2739089818049,1425.181706768724,67,179.044776119403,184,17.0,0,-89.044776119403,0
614,9449437.0,6407320,100,76.0,f,t,t,47.67419,-122.37252,16,2.5,4.0,5.0,275.0,30.0,1125.0,4.75,4.8,4.64,4.89,4.9,4.9,4.75,f,3,5,3,t,t,2,32,3495,0.03,-2.09,-2.06,1593.6743169574863,8448.231510555572,31,199.80645161290323,61,6.0,0,75.19354838709677,2
615,9457328.0,23093151,100,100.0,t,t,t,47.61046,-122.29889,2,1.0,2.0,2.0,96.0,30.0,366.0,4.86,4.85,4.76,4.96,4.91,4.89,4.83,f,1,3,3,t,t,2,38,2963,-0.75,1.11,0.36,2493.147331852301,2456.9409110065526,52,160.15384615384616,42,24.0,0,-64.15384615384616,0
616,9512909.0,49292151,100,100.0,t,t,t,47.60185,-122.29011,2,1.0,1.0,1.0,125.0,5.0,1125.0,4.94,4.96,4.95,4.98,4.97,4.85,4.9,t,1,5,3,t,t,2,48,2579,0.16,-0.6,-0.44,3079.6348552327154,3012.3149996392735,20,172.5,51,19.0,0,-47.5,0
617,9522082.0,11039803,100,100.0,f,t,t,47.62803,-122.34981,4,1.0,1.0,1.0,120.0,30.0,1125.0,4.78,4.91,4.7,4.97,4.92,4.94,4.77,t,1,4,3,t,t,3,53,3260,-0.09,1.11,1.02,1008.1662301016298,3072.82639037522,46,200.36956521739128,56,8.0,0,-80.36956521739128,0
618,9579441.0,9840816,100,100.0,t,t,t,47.62334,-122.31493,4,1.0,1.0,1.0,122.0,1.0,1125.0,4.88,4.94,4.91,4.97,4.97,4.97,4.84,f,4,5,3,t,t,2,18,3321,2.36,0.79,3.15,1688.9466316600024,2449.1902668796065,86,213.56976744186048,161,19.0,0,-91.56976744186048,0
619,9580021.0,9840816,100,100.0,t,t,t,47.62335,-122.31697,2,1.0,1.0,1.0,111.0,1.0,1125.0,4.88,4.96,4.92,4.97,4.98,4.95,4.86,t,4,5,3,t,t,2,17,3321,2.67,0.79,3.46,1542.7426052136523,2382.839118862128,100,189.01,241,23.0,0,-78.00999999999999,0
620,9587410.0,26498368,100,99.0,f,t,t,47.67271,-122.36687,3,1.0,2.0,2.0,96.0,1.0,1125.0,4.74,4.82,4.65,4.89,4.92,4.93,4.75,t,1,5,2,t,t,2,22,2879,0.61,1.11,1.72,1140.8895868019167,8142.270149786024,38,172.31578947368422,38,9.0,0,-76.31578947368422,0
621,9611409.0,44101586,97,100.0,t,t,t,47.65542,-122.33074,2,1.0,1.0,1.0,69.0,30.0,1125.0,4.85,4.91,4.89,4.94,4.87,4.93,4.82,t,6,5,3,t,t,2,43,2644,2.25,1.11,3.36,1573.148157043966,5735.929739275366,46,193.9782608695652,9,18.0,0,-124.97826086956519,0
622,9696950.0,47638002,0,0.0,f,t,f,47.62286,-122.29817,2,1.0,1.0,1.0,166.0,30.0,1125.0,4.86,4.86,4.86,4.86,4.71,4.57,4.57,f,1,1,2,f,f,2,10,2599,-1.12,-1.24,-2.36,2925.9984881578184,3197.581999575613,73,248.68493150684927,33,17.0,0,-82.68493150684927,0
623,9803484.0,6097333,100,33.0,f,t,f,47.56647,-122.40779,6,1.0,2.0,4.0,125.0,30.0,1125.0,4.89,4.92,4.88,4.95,4.96,4.98,4.88,f,1,3,3,t,t,2,44,3515,-0.48,1.11,0.63,5316.434401239383,7172.247820103731,19,190.68421052631575,2,14.0,0,-65.68421052631575,0
624,9813185.0,3074414,94,95.0,f,t,t,47.66304,-122.31285,4,1.0,0.0,2.0,120.0,2.0,1125.0,4.5,4.5,5.0,5.0,5.0,4.5,4.5,f,115,4,3,t,t,2,32,3787,-1.06,0.68,-0.38,791.1791193804307,6708.80619470095,51,110.2156862745098,240,36.0,1,9.784313725490193,0
625,9813684.0,50554731,0,99.0,t,t,t,47.53839,-122.39449,2,2.0,1.0,1.0,89.0,1.0,1125.0,4.9,4.97,4.85,4.95,4.96,4.92,4.94,f,1,1,2,t,t,2,61,2561,1.41,1.11,2.52,4695.177667993139,8742.989789470765,11,140.72727272727272,26,8.0,0,-51.72727272727272,0
626,9814002.0,1249440,100,88.0,f,t,t,47.59904,-122.31027,2,1.0,1.0,1.0,79.0,30.0,30.0,4.81,4.93,4.93,4.95,4.92,4.72,4.87,f,1,3,3,t,t,3,27,4083,0.32,1.11,1.43,1657.6360441703,1580.8180611269747,46,191.67391304347825,68,22.0,0,-112.67391304347825,0
627,9820818.0,204886779,0,0.0,f,t,f,47.67619,-122.26808,6,1.0,2.0,3.0,125.0,2.0,1125.0,4.84,4.83,4.88,4.95,4.93,4.85,4.72,t,10,1,3,t,t,2,31,1599,0.43,-0.07,0.36,3178.346681161124,9295.930298409286,8,177.625,3,13.0,0,-52.625,0
628,9823290.0,50596206,100,99.0,t,t,t,47.58649,-122.29296,2,1.0,1.0,1.0,80.0,1.0,30.0,4.99,5.0,5.0,5.0,4.99,4.93,4.98,f,2,5,2,t,t,2,12,2561,1.06,1.11,2.17,3397.7245882870006,3391.7134281857334,25,192.88,36,11.0,0,-112.88,0
629,9883227.0,24485668,100,98.0,f,t,t,47.66945,-122.32785,4,1.0,2.0,2.0,180.0,1.3,1125.0,4.89,4.95,4.94,4.99,4.98,4.92,4.87,t,2,5,3,t,t,3,26,2927,0.69,-0.49,0.2,1377.7140584098584,7297.504892375681,29,193.79310344827587,16,18.0,0,-13.793103448275872,0
630,9887142.0,50862682,70,80.0,f,t,t,47.68268,-122.29758,4,1.0,2.0,2.0,110.0,3.0,1125.0,4.82,4.9,4.97,4.98,4.93,4.85,4.84,f,1,4,3,t,t,2,29,2558,-0.16,0.68,0.52,1619.1955091568775,9099.977874541933,12,153.41666666666663,24,4.0,0,-43.41666666666663,0
631,9907337.0,50943410,100,100.0,t,t,t,47.67501,-122.33453,4,1.0,2.0,2.0,189.0,3.0,1125.0,4.96,4.99,4.98,4.99,4.95,4.99,4.86,f,1,4,3,t,t,2,41,2557,-0.55,0.89,0.34,1429.2900174766207,7920.9129048010755,22,202.54545454545453,20,5.0,0,-13.545454545454533,0
632,9909445.0,15438773,100,100.0,t,t,t,47.60717,-122.31622,2,1.0,1.0,1.0,110.0,2.0,1125.0,4.88,4.94,4.88,4.96,4.94,4.88,4.85,t,1,5,3,t,t,3,50,3133,2.26,0.79,3.05,1139.8369640306355,1104.9988809700994,71,178.2394366197183,188,15.0,0,-68.2394366197183,0
633,9974658.0,3740695,0,0.0,f,t,t,47.61957,-122.28741,1,1.0,1.0,1.0,222.0,30.0,150.0,4.0,4.5,4.5,4.5,4.5,4.0,4.0,f,2,1,2,f,t,2,19,3720,-1.15,-0.49,-1.64,3670.1178227512114,3653.06288143183,12,296.4166666666667,6,9.0,0,-74.41666666666669,0
634,10054747.0,51601030,100,100.0,t,t,t,47.64676,-122.39144,2,1.0,0.0,1.0,119.0,2.0,29.0,4.98,4.98,4.99,5.0,4.98,4.93,4.96,f,1,5,3,t,t,2,49,2549,0.0,1.11,1.11,2041.0969112667608,6638.057722814798,17,149.58823529411765,5,10.0,0,-30.588235294117652,0
635,10125020.0,40753107,93,97.0,f,t,t,47.6017,-122.3332,4,1.0,1.0,3.0,186.0,2.0,1125.0,4.74,4.87,4.79,4.89,4.91,4.82,4.73,f,1,5,3,t,t,2,29,2681,2.68,0.68,3.36,82.34524268816166,334.4756554212352,31,151.0,501,59.0,6,35.0,0
636,10252909.0,22829514,100,99.0,t,t,t,47.60848,-122.30584,8,2.0,3.0,4.0,314.0,1.3,1125.0,4.87,4.94,4.85,4.9,4.9,4.8,4.81,f,1,5,3,t,t,2,42,2970,0.64,-0.49,0.15,1932.4636034333853,1893.1836496439344,68,177.6764705882353,20,15.0,0,136.3235294117647,2
637,10263907.0,51002035,100,99.0,t,t,t,47.54277,-122.27992,2,1.0,1.0,1.0,139.0,1.5,1125.0,4.92,4.91,4.97,4.99,4.98,4.78,4.85,f,5,5,3,t,t,2,64,2556,1.96,0.15,2.11,2937.1858652480137,7766.803946750146,29,141.10344827586206,12,5.0,0,-2.103448275862064,0
638,10280132.0,52869748,22,57.0,f,t,f,47.66178,-122.34871,2,1.0,1.0,1.0,75.0,30.0,1125.0,4.76,4.67,4.92,4.92,4.79,4.94,4.79,f,1,2,3,t,t,2,18,2535,-0.65,0.89,0.24,966.8012859441886,6593.494363970832,76,193.5,50,15.0,0,-118.5,0
639,10292753.0,4874276,100,99.0,f,t,t,47.61623,-122.34749,3,1.0,1.0,2.0,101.0,3.0,1125.0,4.64,4.8,4.63,4.78,4.82,4.96,4.71,f,9,5,3,t,t,2,45,3602,0.5,0.57,1.07,893.1019207846576,1901.8600328387413,212,202.35849056603772,335,25.0,3,-101.35849056603772,0
640,10295151.0,32689598,100,59.0,f,t,t,47.62323,-122.32613,2,1.0,1.0,1.0,157.0,30.0,1125.0,4.67,4.75,4.89,4.68,4.8,4.85,4.57,f,2,4,3,f,f,2,28,2775,-0.71,1.11,0.4,925.4839270624828,2176.877735269912,67,159.5820895522388,228,20.0,0,-2.5820895522388128,0
641,10332096.0,53169216,100,97.0,t,t,t,47.72865,-122.29914,2,1.0,1.0,1.0,70.0,2.0,100.0,4.96,4.97,4.98,4.97,4.99,4.79,4.94,f,1,4,2,t,t,2,43,2532,-0.45,1.11,0.66,6503.774384709883,14070.714840434677,7,128.0,2,9.0,0,-58.0,0
642,10332360.0,29666316,100,100.0,t,t,t,47.56939,-122.38773,4,1.0,1.0,2.0,135.0,2.0,1125.0,4.91,4.95,4.88,4.95,4.96,4.91,4.86,f,10,5,3,t,t,3,34,2821,0.72,-0.39,0.33,3948.674971028992,5786.199646026384,13,168.23076923076923,14,8.0,0,-33.230769230769226,0
643,10341497.0,53222841,100,100.0,f,t,f,47.55751,-122.28212,2,1.0,1.0,1.0,140.0,3.0,1125.0,4.79,4.74,4.8,4.99,4.95,4.95,4.61,f,1,5,3,t,t,3,34,2532,-0.68,-0.92,-1.6,4245.898569936003,6287.4411980507275,33,143.63636363636363,75,5.0,1,-3.636363636363626,0
644,10344631.0,4221474,0,67.0,f,t,t,47.693527,-122.342133,1,1.5,1.0,1.0,130.0,30.0,360.0,4.89,4.96,4.84,5.0,5.0,4.78,4.91,f,1,1,2,f,t,2,25,3668,-0.64,-1.98,-2.62,2705.003434678294,10013.743178181576,24,132.58333333333334,11,10.0,0,-2.583333333333343,0
645,10362672.0,20769402,100,60.0,f,t,f,47.60451,-122.29989,2,1.0,0.0,2.0,85.0,30.0,90.0,4.93,4.97,4.93,5.0,4.98,4.82,4.82,f,1,3,3,t,t,2,28,3022,-0.63,0.36,-0.27,2329.614612131279,2270.0172480688534,43,182.69767441860463,30,27.0,0,-97.69767441860463,0
646,10364350.0,37091369,100,94.0,t,t,f,47.6769,-122.26747,2,1.0,1.0,1.0,80.0,1.0,30.0,4.91,4.98,4.91,4.97,4.96,4.91,4.93,f,1,5,2,t,t,2,31,2720,0.07,0.15,0.22,3239.4552984941593,9387.197757255699,8,177.625,3,15.0,0,-97.625,0
647,10382585.0,8137728,100,100.0,t,t,t,47.59382,-122.30182,6,1.0,2.0,2.0,178.0,2.0,14.0,4.95,4.95,4.86,4.95,4.95,4.95,4.86,f,1,5,3,t,t,2,66,3405,1.2,1.11,2.31,2436.740840533024,2397.898213373104,38,195.71052631578948,20,12.0,0,-17.71052631578948,0
648,10459203.0,53892581,100,92.0,f,t,t,47.66982,-122.29475,2,1.0,1.0,1.0,125.0,30.0,1125.0,4.96,4.98,4.99,4.99,4.99,4.91,4.86,f,1,4,3,t,t,3,30,2526,-0.34,1.11,0.77,1117.04991206134,7801.893730651651,26,104.19230769230768,21,17.0,0,20.80769230769232,0
649,10497998.0,1942286,100,100.0,t,t,t,47.62194,-122.29627,2,1.0,1.0,1.0,144.0,3.0,1125.0,4.99,5.0,5.0,4.99,4.99,4.9,4.92,t,1,5,3,t,t,2,31,3919,0.38,0.57,0.95,3086.436222631668,3241.5589457850574,64,249.484375,33,11.0,0,-105.484375,0
650,10550119.0,54410852,100,40.0,f,t,t,47.6003,-122.29535,2,1.0,1.0,1.0,86.0,30.0,364.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,4,2,f,t,2,31,2523,-1.15,-1.77,-2.92,2712.364576576212,2639.6287717928167,29,130.3793103448276,21,20.0,0,-44.37931034482759,0
651,10565147.0,54494966,100,83.0,t,t,t,47.59198,-122.31716,2,1.0,1.0,1.0,55.0,30.0,1125.0,4.9,4.93,4.88,4.95,4.89,4.77,4.9,f,1,3,2,f,t,2,31,2522,-0.23,1.11,0.88,1562.057460973383,1636.4248585634416,8,125.5,32,5.0,0,-70.5,0
652,10569919.0,54518454,100,98.0,t,t,t,47.6069,-122.33823,8,2.0,2.0,4.0,363.0,2.4,1125.0,4.91,4.89,4.92,4.88,4.97,4.98,4.65,t,10,5,3,t,t,2,58,2522,-0.78,0.68,-0.1,223.8647817626805,702.5361196313371,104,232.79807692307693,719,45.0,5,130.20192307692307,2
653,10599859.0,30365082,82,90.0,f,t,t,47.57894,-122.41211,2,1.0,1.0,1.0,120.0,30.0,1125.0,4.52,4.57,4.56,4.64,4.64,4.89,4.47,f,3,5,3,t,f,3,31,2810,-0.58,-1.88,-2.46,6044.042276526666,6763.231721129016,30,220.56666666666663,62,13.0,0,-100.56666666666663,0
654,10675363.0,6067870,100,100.0,t,t,t,47.70202,-122.35887,4,1.0,2.0,2.0,150.0,3.0,1124.0,4.86,4.91,4.91,4.94,4.95,4.91,4.85,f,1,5,3,t,t,2,67,3516,-0.31,0.15,-0.16,3578.2087004174246,11129.330230987896,17,170.23529411764707,58,15.0,0,-20.235294117647072,0
655,10677610.0,55154753,100,100.0,t,t,t,47.613,-122.34735,3,1.0,0.0,2.0,180.0,3.0,14.0,4.88,4.94,4.98,4.94,4.97,4.98,4.85,f,1,5,3,t,t,3,43,2517,-0.56,0.79,0.23,616.3151430327746,1651.8540544326095,193,221.15544041450775,314,12.0,5,-41.15544041450775,0
656,10728468.0,55450249,0,0.0,f,t,t,47.59633,-122.29217,4,1.0,1.0,1.0,125.0,30.0,1125.0,4.95,4.97,4.98,4.98,4.98,4.97,4.87,t,1,1,3,f,t,2,27,2515,-0.8,1.11,0.31,3050.100550187327,2969.059094662127,16,175.0,15,12.0,0,-50.0,0
657,10773688.0,22764472,100,100.0,t,t,t,47.58762,-122.31519,6,2.5,3.0,3.0,268.0,2.0,1125.0,4.83,4.9,4.75,4.96,4.98,4.77,4.79,t,1,5,3,t,t,3,34,2972,-0.2,-0.49,-0.69,1997.65172550308,2121.3174377812297,40,189.5,7,2.0,0,78.5,2
658,10773776.0,24786046,100,100.0,t,t,t,47.66408,-122.36685,6,1.0,1.0,3.0,135.0,1.0,1125.0,4.89,4.95,4.89,4.97,4.97,4.91,4.88,t,1,5,2,t,t,2,37,2918,2.7,-0.71,1.99,1294.1174128061195,7246.660472304681,23,220.95652173913044,48,9.0,0,-85.95652173913044,0
659,10814218.0,55993439,95,54.0,t,t,t,47.62192591140436,-122.3256280034408,2,1.0,1.0,1.0,108.0,30.0,365.0,4.82,4.83,4.86,4.82,4.89,4.93,4.75,f,6,4,3,t,t,1,19,2510,-0.22,0.79,0.57,1041.7689519324767,2039.1531056665883,76,161.05263157894737,296,24.0,0,-53.05263157894737,0
660,10835493.0,53624504,100,100.0,t,t,t,47.67368,-122.36284,2,1.0,1.0,1.0,65.0,2.0,1125.0,4.78,4.91,4.92,4.98,4.93,4.89,4.86,t,1,5,2,t,t,2,29,2529,-0.12,-0.17,-0.29,892.8387563636329,8147.168216469093,38,134.5,24,5.0,0,-69.5,0
661,10880656.0,30388246,0,0.0,f,t,t,47.66386,-122.36015,4,1.0,1.0,2.0,129.0,30.0,1125.0,4.63,4.86,4.61,4.96,4.98,4.88,4.71,f,1,1,3,f,t,2,27,2809,-0.85,1.0,0.15,922.4477782557263,7046.730698278078,38,218.68421052631575,12,10.0,0,-89.68421052631575,0
662,10949926.0,49819362,100,90.0,t,t,t,47.63859,-122.36496,6,1.0,2.0,3.0,204.0,14.6,1125.0,4.92,4.96,4.98,4.99,4.98,4.89,4.8,t,3,5,3,t,t,2,21,2572,0.48,1.11,1.59,2457.695490980839,4670.745065264938,50,314.76,25,20.0,0,-110.75999999999999,0
663,10969868.0,56911340,100,100.0,t,t,f,47.66126,-122.35059,8,3.5,3.0,4.0,549.0,5.3,1125.0,4.92,4.96,4.96,4.97,4.96,4.89,4.78,t,1,5,3,t,t,3,35,2504,0.02,-1.34,-1.32,996.3066350848472,6568.753661021615,73,196.2054794520548,42,16.0,0,352.79452054794524,1
664,11047227.0,21021151,90,97.0,t,t,f,47.61539,-122.28628,2,1.0,1.0,1.0,168.0,2.0,28.0,4.91,4.95,4.96,4.95,4.93,4.94,4.87,f,1,5,3,t,t,3,31,3016,0.41,-0.81,-0.4,3563.108135699723,3533.752218694403,17,321.7058823529412,37,21.0,0,-153.70588235294122,0
665,11069945.0,57465462,100,97.0,t,t,f,47.65747,-122.31896,2,1.0,0.0,1.0,125.0,5.0,1125.0,4.86,4.94,4.92,4.92,4.93,4.84,4.79,t,3,5,3,t,t,2,18,2500,-0.36,-0.17,-0.53,699.575155088151,6021.717542617697,70,134.9285714285714,155,25.0,0,-9.928571428571388,0
666,11128182.0,4754874,100,98.0,f,t,t,47.6097,-122.29442,2,1.0,1.0,1.0,110.0,1.7,1125.0,4.84,4.92,4.78,4.93,4.92,4.87,4.72,f,1,5,2,t,t,2,24,3612,-0.08,-2.09,-2.17,2800.205787198113,2758.2150909580564,39,187.43589743589743,31,26.0,0,-77.43589743589743,0
667,11143024.0,10320128,100,98.0,t,t,t,47.58077,-122.31611,8,2.0,3.0,5.0,219.0,3.0,90.0,4.86,4.92,4.88,4.96,4.97,4.81,4.86,f,1,5,3,t,t,2,37,3298,0.47,0.68,1.15,2565.161981256305,2770.512551258686,26,190.07692307692304,35,8.0,0,28.923076923076962,2
668,11237487.0,54669634,100,100.0,f,t,f,47.55531,-122.35421,2,2.5,1.0,1.0,120.0,1.0,100.0,4.72,4.85,4.53,4.97,4.97,4.8,4.77,t,8,5,2,t,t,2,17,2521,0.22,-2.09,-1.87,1195.6795871510144,5692.448398963204,13,137.76923076923077,27,6.0,0,-17.769230769230774,0
669,11237991.0,20472799,100,100.0,f,t,t,47.544306420955465,-122.27172981168256,3,1.0,0.0,2.0,73.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1,4,3,f,t,3,55,3029,-0.91,1.11,0.2,3383.3804875272567,7941.138344135229,9,160.33333333333334,5,5.0,0,-87.33333333333334,0
670,11282097.0,58929617,100,100.0,f,t,t,47.71888,-122.31751,2,1.5,1.0,1.0,51.0,30.0,1125.0,4.76,4.83,4.72,4.8,4.83,4.53,4.71,f,3,5,2,f,t,2,37,2489,-0.59,-2.09,-2.68,5402.98402506043,12826.153320644007,9,142.33333333333334,9,13.0,0,-91.33333333333334,0
671,11302585.0,10013531,100,100.0,t,t,t,47.62313,-122.31636,4,1.0,1.0,1.0,145.0,30.0,1125.0,4.8,4.86,4.93,4.96,4.97,4.9,4.78,t,5,5,3,f,f,2,29,3312,-0.26,-1.98,-2.24,1594.054143323118,2380.0726427269988,97,190.4639175257732,243,22.0,0,-45.46391752577321,0
672,11304405.0,49894948,100,100.0,t,t,t,47.68624,-122.38139,2,1.0,0.0,1.0,146.0,2.0,1125.0,4.96,4.98,4.99,4.97,4.98,4.91,4.93,t,1,5,3,t,t,2,17,2571,1.79,0.25,2.04,1975.8922838209728,9940.95339872943,19,198.31578947368425,29,9.0,0,-52.31578947368425,0
673,11308653.0,58929617,100,100.0,f,t,t,47.71964,-122.3165,2,1.5,1.0,1.0,56.0,30.0,1125.0,4.49,4.65,4.41,4.71,4.67,4.6,4.53,f,3,5,2,f,t,2,53,2489,-0.69,1.11,0.42,5479.272872321071,12916.187818571265,10,129.7,9,12.0,0,-73.69999999999999,0
674,11335586.0,37151043,93,100.0,f,t,t,47.61459,-122.31544,2,1.0,0.0,1.0,98.0,30.0,1125.0,4.76,4.83,4.69,4.94,4.87,4.95,4.77,t,3,5,3,t,t,2,24,2719,0.45,0.89,1.34,1610.8687348710785,1624.588934818294,75,210.08,401,34.0,0,-112.08000000000001,0
675,11356904.0,10013531,100,100.0,t,t,t,47.62062,-122.31551,4,1.0,1.0,1.0,166.0,30.0,1125.0,4.86,4.93,4.86,4.95,4.95,4.95,4.79,t,5,5,3,t,f,2,26,3312,-0.08,1.11,1.03,1762.5864753933156,2163.535604278511,106,193.7264150943396,334,21.0,0,-27.726415094339586,0
676,11392479.0,57569802,100,31.0,f,t,t,47.71871,-122.33538,2,1.0,1.0,1.0,99.0,30.0,90.0,4.9,4.95,4.92,4.98,4.97,4.9,4.94,f,1,3,3,f,t,2,40,2499,-0.78,0.04,-0.74,5543.114553483432,12778.798079881037,17,85.3529411764706,12,5.0,0,13.647058823529406,0
677,11398085.0,59816374,100,100.0,t,t,t,47.63563,-122.3882,2,1.0,1.0,1.0,94.0,1.0,1125.0,4.95,4.95,4.96,4.96,4.95,4.88,4.94,f,1,5,3,t,t,2,36,2483,4.18,1.11,5.29,3301.9592345298374,5621.293825997868,10,302.9,8,18.0,0,-208.89999999999998,0
678,11421714.0,51115341,100,100.0,f,t,t,47.61474,-122.34884,2,1.0,1.0,1.0,89.0,90.0,1125.0,4.65,4.75,4.63,4.86,4.87,4.93,4.72,f,2,5,2,f,t,2,25,2554,-0.67,-1.34,-2.01,828.9801695374558,1861.2275768188713,192,208.25,311,16.0,2,-119.25,0
679,11433918.0,4874276,100,99.0,f,t,t,47.61413,-122.34826,4,1.0,1.0,1.0,110.0,3.0,1125.0,4.58,4.72,4.56,4.76,4.86,4.94,4.69,f,9,5,3,t,t,2,40,3602,0.76,0.89,1.65,750.5427522017222,1784.1101569925104,194,210.98453608247425,299,14.0,3,-100.98453608247425,0
680,11462366.0,33360,100,100.0,t,t,t,47.58353,-122.39938,4,1.0,2.0,2.0,350.0,4.9,1125.0,4.96,4.94,4.92,5.0,5.0,4.95,4.87,t,11,5,3,t,t,2,22,4856,-0.5,0.79,0.29,4959.745455038053,5681.049106254644,35,245.37142857142857,22,6.0,0,104.62857142857143,2
681,11462832.0,2277537,0,0.0,f,t,t,47.66915,-122.31717,2,1.0,1.0,1.0,102.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,2,f,t,2,19,3873,-1.14,-2.09,-3.23,591.6876313993267,7326.592426097155,30,169.16666666666663,62,15.0,0,-67.16666666666663,0
682,11497199.0,60543758,100,100.0,t,t,t,47.61094,-122.30078,7,1.5,3.0,7.0,125.0,30.0,1125.0,4.88,4.88,4.82,4.88,4.77,4.78,4.83,f,1,5,3,t,t,3,30,2478,-0.37,0.68,0.31,2371.8336722058066,2339.241765113941,58,178.55172413793105,45,25.0,0,-53.551724137931046,0
683,11498207.0,60557253,100,88.0,t,t,t,47.57207,-122.30389,2,1.0,1.0,1.0,206.0,4.0,5.0,4.96,4.95,4.98,4.98,4.97,4.82,4.85,f,1,5,3,t,t,2,18,2478,-0.12,1.11,0.99,3096.21996181705,4043.023537975712,16,130.6875,11,2.0,0,75.3125,2
684,11512414.0,37101658,100,98.0,t,t,t,47.62147,-122.31932,5,1.5,2.0,2.0,287.0,3.0,1125.0,4.79,4.87,4.8,4.96,4.93,4.96,4.64,f,2,5,3,t,t,2,20,2719,-0.09,0.25,0.16,1465.2397874070034,2120.818768131119,118,178.4915254237288,346,20.0,0,108.5084745762712,2
685,11573287.0,61141478,100,67.0,t,t,t,47.56566,-122.27089,4,1.0,2.0,2.0,120.0,3.0,179.0,4.97,4.98,4.93,4.87,4.97,4.95,4.93,f,1,4,3,t,t,2,56,2474,-0.78,0.89,0.11,5179.744464239199,6150.112760622581,12,194.0,3,2.0,0,-74.0,0
