OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count,relative_price,cluster_id
522,7665415.0,75247196,100,100.0,f,t,t,47.55943,-122.3874,4,1.0,2.0,2.0,175.0,1.1,91.0,4.75,4.8,4.81,4.93,4.94,4.86,4.73,t,4,5,3,t,t,2,52,2382,-0.46,0.89,0.43,3687.453062207056,6555.623422089357,22,154.5909090909091,143,16.0,0,20.409090909090907,0
523,7676574.0,5011779,100,0.0,f,t,t,47.64119,-122.40352,6,1.0,2.0,6.0,250.0,30.0,1125.0,4.93,4.57,4.93,4.92,5.0,5.0,4.77,f,1,3,3,f,t,2,57,3591,-1.08,-2.09,-3.17,2649.084267838979,6909.503907570796,4,173.75,131,19.0,0,76.25,2
524,7692281.0,40398665,0,0.0,f,t,t,47.65197,-122.38378,2,1.0,1.0,1.0,89.0,30.0,90.0,4.89,4.67,4.78,5.0,5.0,4.56,4.78,f,2,1,3,f,t,2,31,2685,-1.1,1.11,0.01,1745.6018596549332,6704.201401648756,16,187.1875,40,13.0,0,-98.1875,0
525,7697340.0,9060841,100,93.0,t,t,t,47.6393,-122.32341,7,2.5,3.0,3.0,501.0,2.0,1000.0,4.87,4.9,4.84,4.92,4.94,4.91,4.63,f,3,5,3,t,t,2,58,3362,-0.29,-1.66,-1.95,1606.7557287707489,3975.001400020353,64,185.28125,50,16.0,0,315.71875,1
526,7745196.0,398005,100,97.0,t,t,t,47.65593,-122.3427,4,1.0,1.0,1.0,141.0,3.0,1125.0,4.9,4.96,4.92,4.98,4.97,4.96,4.88,f,1,5,3,t,t,3,50,4312,0.03,0.15,0.18,1734.0531884452769,5869.768079787853,66,179.75757575757575,39,10.0,0,-38.75757575757575,0
527,7789438.0,2594393,100,98.0,t,t,t,47.61314,-122.32366,2,1.0,1.0,1.0,158.0,2.0,1125.0,4.92,4.96,4.95,4.91,4.94,4.95,4.82,f,1,5,3,t,f,3,37,3834,-0.08,0.25,0.17,1099.2834090350336,1141.3474835551435,86,188.6860465116279,456,41.0,1,-30.686046511627893,0
528,7800143.0,41055891,88,86.0,f,t,t,47.57629,-122.38155,6,2.0,3.0,3.0,250.0,5.0,28.0,4.88,4.82,4.9,4.96,4.9,4.94,4.9,f,1,4,3,t,t,1,46,2678,-0.88,-1.13,-2.01,3880.465695167511,4937.049828732404,7,220.14285714285717,6,5.0,0,29.857142857142833,2
529,7800238.0,41056418,100,100.0,t,t,t,47.55531,-122.30963,2,1.0,1.0,1.0,85.0,2.0,1125.0,4.96,4.96,4.96,4.99,4.99,4.86,4.96,t,1,5,3,t,t,2,35,2678,1.06,0.89,1.95,2183.6986285161743,5609.493740108134,12,194.83333333333331,2,4.0,0,-109.83333333333331,0
530,7810447.0,3074414,94,95.0,f,t,t,47.65696,-122.31664,3,1.0,1.0,1.0,110.0,30.0,1125.0,4.67,4.71,4.75,4.79,4.83,4.88,4.5,f,115,4,3,t,t,2,30,3787,-1.03,0.79,-0.24,517.9455332343199,5992.442137206982,75,134.41333333333333,183,29.0,1,-24.413333333333327,0
531,7823973.0,41193990,100,100.0,t,t,t,47.62258,-122.30197,2,1.0,1.0,1.0,79.0,30.0,120.0,4.95,5.0,4.98,5.0,5.0,4.93,4.82,f,1,5,3,f,t,2,44,2677,-0.92,-0.28,-1.2,2652.717562496877,2967.396146957623,68,236.67647058823528,46,20.0,0,-157.67647058823528,0
532,7843995.0,10558142,96,100.0,f,t,t,47.61837,-122.32519,3,1.0,1.0,1.0,181.0,1.0,1125.0,4.72,4.79,4.75,4.92,4.95,4.79,4.64,t,1,5,3,t,t,2,21,3285,1.28,-0.71,0.57,1346.98357378967,1657.3492801684674,83,155.03614457831324,424,31.0,1,25.96385542168676,0
533,7871885.0,41487915,100,99.0,t,t,t,47.62878,-122.30362,2,1.0,0.0,1.0,150.0,3.0,1125.0,4.94,4.98,4.96,5.0,4.98,4.95,4.87,f,1,5,3,t,t,2,27,2674,-0.1,1.11,1.01,2466.0412144362967,3412.5238417676564,26,256.0769230769231,8,15.0,0,-106.0769230769231,0
534,7873789.0,1645336,100,100.0,t,t,t,47.68241,-122.37093,4,1.0,2.0,3.0,109.0,1.2,14.0,4.88,4.96,4.9,4.99,4.98,4.89,4.91,f,1,5,3,t,t,2,41,3972,1.91,0.15,2.06,1960.3976374437464,9260.507288828607,31,168.22580645161287,14,8.0,0,-59.22580645161287,0
535,7886645.0,10809703,100,100.0,t,t,t,47.67448,-122.32275,2,1.0,1.0,1.0,140.0,2.0,28.0,4.97,4.98,4.99,4.98,5.0,4.88,4.93,f,1,5,3,t,t,2,48,3271,2.24,0.15,2.39,1079.7564246694628,7874.060605206237,40,139.9,62,25.0,0,0.09999999999999432,0
536,7886656.0,4181260,100,91.0,t,t,t,47.55762,-122.38364,4,1.0,2.0,2.0,134.0,2.0,29.0,4.8,4.91,4.84,4.95,4.93,4.89,4.83,f,1,4,3,t,t,2,26,3673,1.1,0.36,1.46,3395.577134409123,6530.245066235916,30,172.53333333333333,105,11.0,0,-38.53333333333333,0
537,7902005.0,39703249,100,91.0,t,t,t,47.64454,-122.39764,2,1.0,1.0,1.0,199.0,3.0,30.0,4.98,4.98,5.0,4.99,5.0,4.95,4.9,f,1,5,3,t,t,2,35,2692,-0.59,1.11,0.52,2237.244055248253,6803.435236864666,7,160.1428571428571,27,14.0,0,38.85714285714289,2
538,7921065.0,7905102,100,0.0,f,t,t,47.66073,-122.38779,2,1.0,1.0,1.0,238.0,30.0,120.0,4.88,4.91,4.87,4.94,4.96,4.74,4.7,f,1,3,3,t,t,2,28,3415,-0.12,-1.77,-1.89,847.6953299441993,7670.85029986069,2,186.5,7,8.0,0,51.5,2
539,7922013.0,41775435,100,98.0,f,t,f,47.58713,-122.29737,2,1.0,1.0,1.0,89.0,30.0,1125.0,4.8,4.9,4.85,4.96,4.85,4.74,4.78,t,3,5,2,t,t,2,39,2670,-0.7,-1.34,-2.04,3077.77475472132,3081.1357981498654,28,193.03571428571428,21,16.0,0,-104.03571428571428,0
540,7922663.0,41775435,100,98.0,f,t,f,47.58696,-122.29517,2,1.0,3.0,3.0,89.0,30.0,1125.0,4.79,4.92,4.87,4.92,4.87,4.71,4.76,t,3,5,3,t,t,2,42,2670,-0.66,-2.09,-2.75,3228.252350869146,3225.6699673057046,26,185.07692307692304,25,13.0,0,-96.07692307692304,0
541,7935437.0,41846073,100,100.0,f,t,t,47.69992,-122.34852,4,1.0,1.0,1.0,122.0,30.0,365.0,4.8,4.88,4.86,4.91,4.92,4.75,4.71,t,1,5,3,f,t,2,32,2670,-0.75,-1.02,-1.77,3320.2667647060466,10773.011036202866,26,136.23076923076923,25,4.0,0,-14.230769230769226,0
542,7940358.0,1393266,100,100.0,f,t,t,47.6204,-122.31077,3,2.0,1.0,1.0,204.0,3.0,1125.0,4.94,4.89,4.97,4.94,4.92,4.97,4.86,f,1,5,3,t,t,3,20,4047,-0.88,0.79,-0.09,2095.7866437057305,2344.558238960853,60,206.5,121,20.0,0,-2.5,0
543,7956337.0,41775435,100,98.0,f,t,f,47.58745,-122.29725,2,1.0,1.0,1.0,79.0,30.0,1125.0,4.83,4.94,4.82,4.95,4.89,4.66,4.77,t,3,5,3,t,t,2,40,2670,-0.58,-1.02,-1.6,3066.4353163395617,3067.0750585270616,31,200.4193548387097,21,15.0,0,-121.4193548387097,0
544,7987854.0,42157539,100,100.0,t,t,t,47.61032,-122.34454,3,2.0,2.0,2.0,159.0,90.0,270.0,4.92,4.83,4.92,4.83,4.92,4.92,4.67,f,2,4,3,f,f,2,58,2667,-1.1,0.47,-0.63,282.3538907593268,1305.9073313517379,148,223.58783783783784,435,21.0,9,-64.58783783783784,0
545,7995944.0,20435133,0,75.0,f,t,t,47.69889,-122.31688,2,1.0,1.0,2.0,60.0,30.0,1125.0,4.75,4.86,4.74,4.93,4.92,4.82,4.8,f,1,1,3,t,t,2,27,3030,1.05,1.11,2.16,3194.866624540533,10615.169476182924,18,148.94444444444443,8,11.0,0,-88.94444444444443,0
546,8029177.0,42393640,100,100.0,t,t,t,47.6371,-122.401,2,1.0,1.0,1.0,84.0,2.0,1125.0,4.89,4.98,4.98,4.97,4.97,4.95,4.87,t,1,5,3,t,t,2,31,2664,-0.46,0.89,0.43,3075.9285144143664,6489.735921427657,6,198.16666666666663,137,12.0,0,-114.16666666666663,0
547,8054902.0,4071088,100,98.0,t,t,t,47.65285,-122.35856,5,1.0,2.0,3.0,179.0,1.3,21.0,4.89,4.93,4.89,4.96,4.97,4.92,4.79,t,2,5,3,t,t,3,51,3686,0.8,1.11,1.91,1983.622356934534,5855.751706782121,47,187.87234042553192,72,17.0,0,-8.872340425531917,0
548,8080939.0,11299221,100,97.0,t,t,t,47.65428,-122.34745,6,1.0,2.0,3.0,164.0,2.1,180.0,4.87,4.94,4.82,4.99,4.97,4.93,4.87,f,4,5,3,t,t,2,28,3251,-0.5,0.47,-0.03,1800.4359412415192,5759.188212546152,73,201.1095890410959,121,15.0,1,-37.10958904109589,0
549,8081658.0,11299221,100,97.0,t,t,t,47.65426,-122.34756,6,1.0,2.0,3.0,168.0,2.1,180.0,4.9,4.95,4.88,4.99,4.96,4.9,4.88,f,4,5,3,t,t,2,44,3251,-0.29,0.79,0.5,1801.014784042459,5758.904991574996,74,200.35135135135133,123,15.0,1,-32.351351351351326,0
550,8099917.0,23972943,100,93.0,f,t,t,47.67263,-122.29189,3,1.0,2.0,2.0,145.0,5.0,180.0,4.46,4.32,4.57,4.74,4.67,4.85,4.59,f,3,5,3,t,t,2,55,2941,-1.0,1.11,0.11,1347.9836731333116,8169.329240968829,20,131.8,17,20.0,0,13.199999999999989,0
551,8101042.0,42777993,100,100.0,t,t,t,47.73092,-122.32628,2,1.0,1.0,1.0,84.0,3.0,1125.0,4.88,4.88,4.92,5.0,4.96,4.65,4.88,f,1,5,2,t,t,3,41,2660,-0.17,-1.34,-1.51,6824.840098480074,14132.976499324543,2,91.5,0,5.0,0,-7.5,0
552,8101791.0,23972943,100,93.0,f,t,t,47.67263,-122.29189,2,1.0,1.0,1.0,132.0,5.1,1125.0,4.64,4.64,4.79,4.89,4.92,4.92,4.62,f,3,5,3,t,t,2,56,2941,-0.91,-0.07,-0.98,1347.9836731333116,8169.329240968829,20,131.8,17,20.0,0,0.19999999999998863,0
553,8165389.0,8802134,100,0.0,t,t,t,47.66928,-122.3094,4,1.0,2.0,2.0,250.0,10.0,200.0,4.92,4.97,4.84,5.0,4.98,4.94,4.76,f,1,4,3,t,t,2,32,3375,-0.78,1.11,0.33,145.27996488224193,7440.524904440969,34,161.7058823529412,66,17.0,0,88.29411764705881,2
554,8187592.0,27329128,100,94.0,f,t,t,47.58406,-122.31548,5,2.5,2.0,2.0,294.0,1.0,1125.0,4.82,4.91,4.81,4.97,4.97,4.8,4.63,f,1,5,3,t,t,3,31,2863,-0.63,0.89,0.26,2286.6385283419418,2456.687564264496,35,201.48571428571427,14,6.0,0,92.51428571428573,2
555,8194782.0,43225269,100,98.0,t,t,t,47.57421,-122.41409,2,1.0,1.0,2.0,130.0,3.0,1125.0,4.95,4.97,4.9,4.97,4.94,4.98,4.89,f,1,5,3,t,t,2,54,2655,0.51,0.36,0.87,5997.591453634232,7126.88677714796,34,218.32352941176467,24,14.0,0,-88.32352941176467,0
556,8195348.0,34238325,100,98.0,t,t,f,47.51715,-122.25918,2,1.0,1.0,1.0,63.0,3.0,14.0,4.85,4.9,4.81,4.97,4.94,4.8,4.88,f,1,4,2,t,t,2,27,2754,-0.03,-0.07,-0.1,2781.4922707286314,11015.27288407978,8,162.75,20,5.0,0,-99.75,0
557,8207987.0,43281593,0,0.0,f,t,t,47.64843,-122.39269,2,2.5,1.0,1.0,98.0,30.0,1125.0,4.38,4.5,4.13,4.88,5.0,5.0,4.5,f,2,1,2,f,t,2,7,2654,-1.11,-0.49,-1.6,1839.9214924513187,6837.084883639277,13,140.07692307692307,4,10.0,0,-42.076923076923066,0
558,8242212.0,1551432,100,100.0,f,t,t,47.60541,-122.3132,3,1.0,1.0,1.0,80.0,30.0,1125.0,4.55,4.66,4.45,4.89,4.9,4.71,4.58,f,1,5,3,t,t,2,33,3997,-0.24,0.89,0.65,1332.292675828416,1279.9966902911858,71,190.3098591549296,47,11.0,0,-110.3098591549296,0
559,8248970.0,22680126,100,85.0,f,t,t,47.65801,-122.39816,6,2.0,3.0,4.0,291.0,4.0,1125.0,4.87,4.91,4.89,4.92,5.0,4.9,4.75,f,1,4,3,t,f,2,54,2974,-0.87,1.0,0.13,741.4295916319724,7904.319969109408,12,137.66666666666663,11,23.0,0,153.33333333333337,2
560,8255615.0,15178583,100,100.0,t,t,t,47.66634,-122.36071,2,1.0,1.0,1.0,105.0,5.0,1125.0,4.92,4.99,4.98,4.97,4.99,4.96,4.92,f,1,5,3,t,t,2,33,2651,-0.36,-0.07,-0.43,770.0768240989614,7321.534004447711,32,197.1875,18,15.0,0,-92.1875,0
561,8257837.0,340192,100,50.0,f,t,t,47.63673,-122.32244,6,2.0,3.0,3.0,299.0,30.0,1125.0,4.8,4.8,5.0,5.0,5.0,4.8,4.6,f,2,3,3,t,t,2,39,4353,-1.13,-0.71,-1.84,1442.8076626547336,3702.2881930700046,53,208.49056603773585,36,13.0,0,90.50943396226415,2
562,8290643.0,35563669,100,96.0,t,t,t,47.65809,-122.35699,2,1.0,0.0,1.0,139.0,2.0,1125.0,4.91,4.97,4.93,4.99,4.99,4.94,4.84,f,2,5,3,t,t,2,37,2738,0.96,-0.39,0.57,1390.0690341000327,6362.986249424834,58,191.0,11,8.0,0,-52.0,0
563,8292981.0,3236051,100,100.0,f,t,t,47.61294,-122.34488,4,1.0,1.0,2.0,225.0,31.0,1125.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,t,1,3,3,f,t,3,17,3771,-1.15,1.11,-0.04,480.9712487334709,1505.5737844151179,235,213.6595744680851,469,19.0,7,11.340425531914889,2
564,8306501.0,8481644,100,63.0,t,t,t,47.65639,-122.36087,2,1.0,1.0,1.0,71.0,30.0,1125.0,4.87,4.92,4.87,4.95,4.89,4.86,4.83,f,1,3,2,f,t,2,27,3390,-0.62,1.11,0.49,1664.884437438086,6285.568603393641,43,175.4418604651163,12,6.0,0,-104.44186046511629,0
565,8307502.0,43798906,100,100.0,f,t,t,47.56866,-122.37454,6,2.5,3.0,3.0,371.0,2.0,1125.0,4.92,4.92,4.81,4.94,4.92,4.94,4.83,f,1,3,3,t,t,2,36,2648,-0.97,-1.24,-2.21,3001.874922425585,5146.398629203977,28,156.71428571428572,8,7.0,0,214.28571428571428,2
566,8326413.0,2316284,0,0.0,f,t,t,47.56301,-122.29088,2,1.0,1.0,1.0,70.0,30.0,1125.0,4.78,4.88,4.89,5.0,5.0,4.5,4.88,f,1,1,2,f,t,2,7,3868,-1.11,1.11,0.0,3646.949642532851,5411.753365957657,22,131.72727272727272,61,12.0,0,-61.72727272727272,0
567,8373832.0,5570855,100,98.0,t,t,t,47.5852,-122.39899,4,2.5,2.0,2.0,486.0,5.0,1125.0,4.96,4.96,4.89,4.98,5.0,4.93,4.8,f,2,5,3,t,t,3,68,3549,-0.83,-0.17,-1.0,4842.324277863117,5582.539214221455,29,279.58620689655174,21,7.0,0,206.41379310344826,2
568,8385444.0,44186779,100,86.0,t,t,t,47.69245,-122.30942,2,1.0,1.0,2.0,71.0,30.0,90.0,4.81,4.93,4.76,4.98,4.97,4.87,4.85,f,2,5,3,t,t,3,40,2643,1.0,1.11,2.11,2431.5269896213204,9974.153856330719,20,174.15,8,7.0,0,-103.15,0
569,8409750.0,32522941,100,99.0,t,t,t,47.615067,-122.347496,6,1.0,2.0,3.0,333.0,2.0,1125.0,4.86,4.89,4.88,4.96,4.99,4.96,4.79,f,1,5,3,t,t,2,59,2777,0.23,0.15,0.38,788.4143399163165,1810.6722172741531,215,201.51162790697677,328,22.0,3,131.48837209302323,2
570,8410028.0,3464503,100,99.0,f,t,t,47.61171,-122.32931,4,1.0,1.0,1.0,172.0,3.0,1125.0,4.82,4.88,4.84,4.86,4.9,4.9,4.79,f,1,5,3,t,t,3,41,3749,0.09,0.04,0.13,805.8662379669947,877.7092637390047,99,197.8080808080808,398,42.0,3,-25.808080808080803,0
571,8418650.0,44340751,93,94.0,t,t,t,47.65076,-122.33712,4,1.0,2.0,3.0,117.0,3.0,1125.0,4.96,4.97,4.96,4.97,4.96,4.95,4.93,f,1,5,3,t,f,2,32,2641,0.48,0.68,1.16,2138.047806455095,5244.48678820019,36,186.91666666666663,71,10.0,0,-69.91666666666663,0
572,8425013.0,386924759,100,100.0,t,t,t,47.61539,-122.2889,10,3.5,5.0,6.0,339.0,29.6,1125.0,4.75,4.77,4.89,4.92,4.83,4.95,4.76,t,2,5,3,f,t,2,28,676,-0.03,-0.71,-0.74,3378.414034954364,3351.015550188827,21,277.42857142857144,39,20.0,0,61.571428571428555,2
573,8426827.0,1212520,100,96.0,t,t,t,47.68304,-122.37639,4,1.0,1.0,3.0,160.0,7.0,1125.0,4.9,4.9,4.94,4.97,4.93,4.72,4.85,f,2,5,3,t,t,3,43,4092,-0.12,0.15,0.03,2247.445207015088,9469.613926616654,30,171.3,17,6.0,0,-11.300000000000011,0
574,8441477.0,42640004,93,98.0,t,t,t,47.67751,-122.35616,6,1.0,3.0,3.0,425.0,30.0,1125.0,4.91,4.97,4.97,4.98,4.99,4.95,4.94,f,1,5,3,f,t,2,52,2662,-0.78,-1.77,-2.55,870.9604061200956,8423.216953850924,21,223.23809523809524,51,6.0,0,201.76190476190476,2
575,8515408.0,3502513,100,82.0,t,t,t,47.63773,-122.36207,2,1.0,0.0,1.0,136.0,30.0,90.0,4.94,4.94,4.99,4.98,4.97,4.92,4.81,f,1,5,3,f,t,2,31,3745,-0.67,1.11,0.44,2221.5634049836985,4471.408614194544,49,325.3673469387755,84,21.0,0,-189.36734693877548,0
576,8524349.0,1212520,100,96.0,t,t,t,47.68304,-122.37643,3,1.0,1.0,1.0,110.0,7.0,1125.0,4.85,4.87,4.95,5.0,4.92,4.71,4.8,f,2,5,3,t,t,3,31,4092,-0.02,0.36,0.34,2244.4794865126632,9470.719159230099,30,171.3,17,6.0,0,-61.30000000000001,0
577,8597297.0,9602191,100,98.0,t,t,t,47.67263,-122.31721,4,1.0,2.0,2.0,164.0,1.0,1125.0,5.0,4.99,4.98,5.0,5.0,4.97,4.95,f,1,5,3,t,t,2,51,3334,2.45,1.11,3.56,616.5224873593161,7709.903454012419,30,153.6,92,26.0,0,10.400000000000006,0
578,8612922.0,41402752,100,100.0,t,t,t,47.65702,-122.28482,4,1.0,1.0,2.0,100.0,1.0,1125.0,4.91,4.95,4.96,4.98,4.99,4.97,4.86,f,1,5,3,t,t,2,32,2675,1.84,0.15,1.99,1563.650527034678,6821.457227566051,5,172.8,13,5.0,0,-72.80000000000001,0
579,8630702.0,38370991,100,100.0,f,t,t,47.68402,-122.37886,6,1.0,2.0,3.0,101.0,2.0,1125.0,4.86,4.92,4.89,4.96,4.94,4.89,4.85,f,1,5,3,t,t,2,41,2706,1.02,-0.17,0.85,2085.964980003096,9640.066395268028,26,178.53846153846155,18,4.0,0,-77.53846153846155,0
580,8632651.0,11299221,100,97.0,t,t,t,47.65526,-122.34785,4,1.0,2.0,2.0,156.0,2.1,1125.0,4.79,4.9,4.82,4.95,4.94,4.86,4.78,f,4,5,3,t,t,2,44,3251,-0.01,0.47,0.46,1687.7169970644522,5872.126664469607,80,197.2375,62,14.0,1,-41.23750000000001,0
581,8637174.0,13200167,100,100.0,t,t,t,47.61483,-122.34035,4,1.0,0.0,2.0,131.0,30.0,1125.0,4.73,4.81,4.68,4.95,4.94,4.95,4.73,t,5,5,3,t,t,3,29,3190,2.25,0.57,2.82,593.3106305762287,1446.900707894604,100,180.39,805,46.0,8,-49.389999999999986,0
582,8701578.0,45680524,100,92.0,f,t,t,47.61319,-122.32727,2,1.0,1.0,2.0,68.0,120.0,1125.0,4.73,4.82,4.77,4.86,4.82,5.0,4.82,f,2,3,3,f,f,2,18,2624,-1.04,1.11,0.07,999.2091369588456,1061.4033589165351,120,193.44166666666663,324,42.0,2,-125.44166666666663,0
583,8780358.0,3265476,100,100.0,f,t,t,47.58428,-122.39405,4,1.0,1.0,1.0,135.0,1.0,1125.0,4.88,4.95,4.89,4.98,4.95,4.94,4.78,f,2,5,3,t,t,2,50,3768,1.16,-0.49,0.67,4573.929322760844,5280.668695001248,30,261.0,14,8.0,0,-126.0,0
584,8848854.0,6758953,100,67.0,f,t,t,47.61055,-122.30199,5,2.0,3.0,3.0,225.0,30.0,1125.0,4.67,5.0,5.0,5.0,5.0,4.67,4.67,f,1,4,3,t,t,3,29,3474,-1.15,1.11,-0.04,2272.0873946570678,2238.992348681631,57,189.33333333333331,44,23.0,0,35.666666666666686,2
585,8866927.0,18687921,100,98.0,t,t,t,47.67825,-122.38652,2,1.0,1.0,1.0,80.0,30.0,1125.0,4.93,4.97,4.92,5.0,5.0,4.92,4.92,f,1,5,3,t,t,2,32,3062,1.08,1.11,2.19,1469.6401454515617,9298.227363662712,28,142.28571428571428,28,4.0,0,-62.28571428571428,0
586,8869680.0,8026420,29,0.0,f,t,t,47.65885,-122.31467,5,1.0,0.0,1.0,89.0,30.0,1125.0,4.39,4.68,4.25,4.72,4.63,4.85,4.47,f,2,2,3,f,t,2,14,3410,0.08,-2.09,-2.01,466.2871775886289,6225.482529901052,98,126.63265306122447,306,37.0,2,-37.632653061224474,0
587,8870139.0,46428878,100,33.0,f,t,t,47.69276,-122.3325,4,1.0,0.0,2.0,75.0,28.0,1125.0,4.94,4.94,4.94,5.0,5.0,4.91,4.91,f,2,3,3,t,t,2,28,2614,-0.98,-0.17,-1.15,2914.250029740732,9889.009715185344,8,93.25,2,6.0,0,-18.25,0
588,8924767.0,44101586,97,100.0,t,t,t,47.65504,-122.33277,2,1.0,1.0,1.0,39.0,30.0,1125.0,4.79,4.86,4.82,4.92,4.89,4.91,4.81,t,6,5,2,t,t,2,37,2644,0.61,1.11,1.72,1728.1246921512839,5697.090298307764,48,181.3125,8,16.0,0,-142.3125,0
589,8941541.0,986445,100,99.0,t,t,t,47.61581,-122.31582,5,1.0,2.0,3.0,230.0,3.0,1125.0,4.92,4.94,4.92,4.99,4.99,4.94,4.85,f,2,5,3,t,t,2,49,4132,1.83,0.25,2.08,1688.4730166050551,1708.8416350684545,77,190.83116883116884,425,38.0,0,39.16883116883116,2
590,8941768.0,3022709,100,82.0,f,t,t,47.63209,-122.34643,2,1.0,1.0,1.0,250.0,30.0,365.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,f,2,4,3,f,t,2,18,3792,-1.11,0.79,-0.32,890.7625330489844,3374.1522744344925,32,209.8125,29,19.0,0,40.1875,2
591,9013441.0,47064683,100,100.0,t,t,t,47.58234,-122.31131,3,1.0,1.0,2.0,119.0,22.8,1011.2,4.98,4.98,4.98,4.98,4.99,4.93,4.92,t,1,5,3,t,t,3,49,2607,-0.43,0.89,0.46,2630.644291319504,2774.704551893919,39,162.25641025641025,30,6.0,0,-43.25641025641025,0
592,9067268.0,724729,100,100.0,t,t,t,47.667358,-122.298828,2,2.0,1.0,1.0,65.0,3.0,1125.0,4.38,4.69,4.03,4.78,4.78,4.86,4.5,f,1,5,2,t,t,2,50,4190,-0.95,-0.92,-1.87,883.5314571534984,7442.821669291226,31,122.6774193548387,109,15.0,0,-57.677419354838705,0
593,9068419.0,32377507,100,100.0,t,t,t,47.6642,-122.34996,2,1.0,0.0,1.0,142.0,2.0,1125.0,4.91,4.97,4.97,5.0,4.98,4.89,4.83,f,3,5,3,t,t,2,19,2779,1.49,-0.6,0.89,682.6739927895578,6876.457926818327,47,192.1063829787234,133,12.0,0,-50.10638297872339,0
594,9098494.0,3712110,0,0.0,f,t,t,47.56479,-122.38799,6,2.5,3.0,4.0,350.0,5.6,31.0,4.71,4.83,4.88,4.83,4.81,4.9,4.94,f,1,1,3,t,t,2,35,3723,-0.88,0.68,-0.2,3820.461596425447,6150.636427692057,13,189.30769230769232,103,23.0,0,160.69230769230768,2
595,9110560.0,26475960,100,100.0,f,t,t,47.66916,-122.28456,2,1.0,1.0,1.0,45.0,2.0,1125.0,4.6,4.81,4.39,4.84,4.89,4.77,4.74,t,3,5,2,t,f,2,25,2879,0.03,0.25,0.28,1885.749036509472,8027.996099983744,13,139.07692307692307,15,14.0,0,-94.07692307692307,0
596,9138923.0,21149225,100,94.0,t,t,f,47.68145,-122.39518,2,1.0,0.0,1.0,100.0,30.0,1125.0,4.88,4.84,4.97,4.97,4.99,4.91,4.89,f,1,4,3,t,t,2,48,3013,-0.38,0.47,0.09,827.7972232467354,9920.40408191042,19,225.3684210526316,10,10.0,0,-125.36842105263159,0
597,9154294.0,34665595,100,98.0,t,t,t,47.65396,-122.32831,4,1.0,1.0,2.0,167.0,2.0,1125.0,4.92,4.95,4.98,4.99,4.98,4.95,4.87,t,1,5,3,t,t,2,23,2749,0.26,-0.07,0.19,1410.7006668175384,5574.930652040657,34,174.44117647058823,23,15.0,0,-7.441176470588232,0
598,9154462.0,32932119,100,100.0,t,t,t,47.70598,-122.35336,4,1.5,2.0,2.0,221.0,30.0,1125.0,4.86,5.0,4.71,5.0,5.0,4.86,4.71,f,2,4,3,t,t,2,39,2772,-1.11,1.11,0.0,3983.835797380756,11491.235636235415,12,121.33333333333331,21,9.0,0,99.66666666666669,2
599,9157232.0,335170207,0,0.0,f,t,f,47.667358,-122.298828,1,2.0,1.0,1.0,68.0,3.0,1125.0,4.4,4.51,4.2,4.66,4.54,4.63,4.43,f,3,1,2,t,f,2,49,1033,-0.97,0.89,-0.08,883.5314571534984,7442.821669291226,31,122.6774193548387,109,15.0,0,-54.677419354838705,0
600,9167786.0,956883,100,72.0,f,t,t,47.64101,-122.37564,2,1.0,1.0,1.0,59.0,30.0,1125.0,4.87,4.9,4.87,4.95,4.87,4.75,4.85,f,3,4,2,f,t,2,14,4138,-0.52,1.0,0.48,3098.7353867133133,5368.783145281442,23,195.56521739130437,16,11.0,0,-136.56521739130437,0
601,9174327.0,30988044,100,100.0,t,t,t,47.65718,-122.36031,4,1.0,2.0,2.0,106.0,2.0,14.0,4.98,5.0,4.99,5.0,5.0,4.92,4.94,t,1,5,3,t,t,2,39,2800,0.3,0.57,0.87,1567.5895116602899,6352.11884232467,45,181.31111111111113,11,5.0,0,-75.31111111111113,0
602,9217030.0,47929873,100,99.0,t,t,t,47.65411,-122.35252,2,1.0,1.0,1.0,145.0,2.0,1125.0,4.98,4.98,4.97,5.0,5.0,4.96,4.92,f,1,5,3,t,t,2,12,2595,1.49,1.0,2.49,1784.5205276341012,5839.3284243000235,65,202.52307692307687,122,13.0,1,-57.52307692307687,0
603,9233533.0,469819,0,100.0,f,t,t,47.72171,-122.30767,2,1.0,1.0,1.0,125.0,30.0,1125.0,4.9,4.93,4.93,4.97,4.97,4.81,4.9,f,1,1,3,f,t,2,36,4273,-0.82,1.11,0.29,5686.56922868117,13213.582299961103,7,179.57142857142858,6,11.0,0,-54.571428571428584,0
