OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count
1998,34409642.000000000000000,229088971,100,90.000000000000000,f,t,f,47.508719999999997,-122.260350000000003,11,3.000000000000000,4.000000000000000,4.000000000000000,274.000000000000000,2.400000000000000,1125.000000000000000,4.820000000000000,4.590000000000000,4.470000000000000,4.820000000000000,4.820000000000000,5.000000000000000,4.760000000000000,f,2,5,3,t,f,1,33,1466,-0.960000000000000,-0.070000000000000,-1.030000000000000,2885.894056157169871,11804.786323714117316,12,145.833333333333343,1,6.000000000000000,0
1999,34448530.000000000000000,244212300,100,99.000000000000000,t,t,t,47.643859999999997,-122.304159999999996,2,1.000000000000000,1.000000000000000,1.000000000000000,96.000000000000000,2.000000000000000,1125.000000000000000,4.970000000000000,4.970000000000000,5.000000000000000,4.970000000000000,4.980000000000000,4.950000000000000,4.840000000000000,f,2,5,2,t,t,2,32,1389,-0.090000000000000,0.680000000000000,0.590000000000000,1368.805060378887447,4857.663035331620449,13,142.615384615384613,10,6.000000000000000,0
2000,34472056.000000000000000,260296338,0,0.000000000000000,f,t,t,47.515670000000000,-122.284649999999999,6,1.000000000000000,2.000000000000000,3.000000000000000,91.000000000000000,2.100000000000000,1125.000000000000000,4.780000000000000,4.870000000000000,4.900000000000000,4.950000000000000,4.920000000000000,4.710000000000000,4.810000000000000,f,1,1,3,t,t,2,35,1312,0.600000000000000,-0.600000000000000,0.000000000000000,911.152631990490704,10380.733881314648897,5,149.599999999999994,4,2.000000000000000,0
2001,34503476.000000000000000,39834464,100,90.000000000000000,f,t,t,47.687109999999997,-122.334509999999995,2,1.000000000000000,1.000000000000000,1.000000000000000,72.000000000000000,30.000000000000000,1125.000000000000000,4.000000000000000,4.430000000000000,4.430000000000000,4.860000000000000,5.000000000000000,4.860000000000000,4.860000000000000,t,62,5,2,t,t,2,30,2691,-1.090000000000000,-1.340000000000000,-2.430000000000000,2303.860332171737355,9265.151369651141067,21,210.238095238095241,48,14.000000000000000,0
2002,34504826.000000000000000,2434555,100,100.000000000000000,t,t,t,47.606960000000001,-122.298860000000005,2,1.000000000000000,0.000000000000000,1.000000000000000,225.000000000000000,3.000000000000000,1125.000000000000000,4.900000000000000,4.960000000000000,4.880000000000000,5.000000000000000,5.000000000000000,4.920000000000000,4.630000000000000,f,1,5,3,t,t,3,29,3853,-0.560000000000000,1.000000000000000,0.440000000000000,2422.007330094155350,2371.795666219375562,48,167.125000000000000,23,19.000000000000000,0
2003,34505467.000000000000000,27267565,100,98.000000000000000,t,t,t,47.675130000000003,-122.357529999999997,2,1.000000000000000,1.000000000000000,1.000000000000000,218.000000000000000,3.000000000000000,1125.000000000000000,5.000000000000000,4.990000000000000,4.990000000000000,5.000000000000000,5.000000000000000,4.990000000000000,4.900000000000000,f,1,5,3,t,t,2,43,2864,-0.300000000000000,0.790000000000000,0.490000000000000,684.450982291574746,8191.446002601555847,29,197.000000000000000,54,8.000000000000000,0
2004,34505734.000000000000000,60645407,100,94.000000000000000,t,t,t,47.557330000000000,-122.281930000000003,6,1.000000000000000,2.000000000000000,2.000000000000000,224.000000000000000,1.100000000000000,1125.000000000000000,4.900000000000000,4.920000000000000,4.860000000000000,4.980000000000000,4.920000000000000,4.970000000000000,4.850000000000000,f,1,5,3,t,t,1,33,2477,-0.040000000000000,0.250000000000000,0.210000000000000,4260.007645179403880,6312.036540175553455,34,140.617647058823536,69,4.000000000000000,1
2005,34512007.000000000000000,250707031,100,89.000000000000000,f,t,f,47.589260000000003,-122.290080000000003,4,1.000000000000000,1.000000000000000,1.000000000000000,135.000000000000000,10.000000000000000,1125.000000000000000,4.950000000000000,5.000000000000000,4.950000000000000,5.000000000000000,5.000000000000000,5.000000000000000,4.950000000000000,f,2,5,3,t,f,2,41,1357,-0.920000000000000,1.110000000000000,0.190000000000000,3448.159539863240752,3415.571641119241121,17,162.647058823529420,37,9.000000000000000,0
2006,34534774.000000000000000,185368272,100,95.000000000000000,t,t,t,47.693089999999998,-122.304959999999994,2,1.000000000000000,1.000000000000000,1.000000000000000,125.000000000000000,30.000000000000000,1125.000000000000000,4.770000000000000,4.770000000000000,4.540000000000000,4.690000000000000,4.770000000000000,4.620000000000000,4.690000000000000,t,3,5,2,t,t,2,27,1694,-1.010000000000000,-1.980000000000000,-2.990000000000000,2526.595958361320299,10101.614117281736981,16,203.687500000000000,4,6.000000000000000,0
2007,34535666.000000000000000,250707031,100,89.000000000000000,f,t,f,47.588149999999999,-122.291560000000004,2,1.000000000000000,0.000000000000000,1.000000000000000,115.000000000000000,6.000000000000000,1125.000000000000000,4.930000000000000,4.930000000000000,4.930000000000000,4.980000000000000,4.980000000000000,4.980000000000000,4.910000000000000,f,2,5,3,t,f,2,32,1357,-0.660000000000000,0.360000000000000,-0.300000000000000,3401.206603207106582,3380.010624706963881,21,193.142857142857139,41,9.000000000000000,0
2008,34546567.000000000000000,237413517,100,100.000000000000000,f,t,t,47.619349999999997,-122.322180000000003,2,1.000000000000000,0.000000000000000,1.000000000000000,182.000000000000000,1.000000000000000,1125.000000000000000,4.680000000000000,4.830000000000000,4.760000000000000,4.870000000000000,4.890000000000000,4.870000000000000,4.570000000000000,t,2,5,3,t,f,2,26,1421,0.310000000000000,-0.070000000000000,0.240000000000000,1424.673283433883626,1824.256697002122564,107,160.738317757009355,392,25.000000000000000,0
2009,34571618.000000000000000,16708587,100,99.000000000000000,t,t,t,47.632069999999999,-122.367750000000001,5,1.500000000000000,2.000000000000000,3.000000000000000,320.000000000000000,2.000000000000000,1125.000000000000000,4.930000000000000,4.890000000000000,4.890000000000000,4.910000000000000,4.890000000000000,4.930000000000000,4.790000000000000,f,4,5,3,t,t,2,40,3102,-0.490000000000000,-1.020000000000000,-1.510000000000000,2403.062334551131698,4228.927779909155106,35,309.600000000000023,20,21.000000000000000,0
2010,34575757.000000000000000,15502197,100,87.000000000000000,f,t,t,47.603259999999999,-122.313599999999994,4,1.000000000000000,2.000000000000000,3.000000000000000,212.000000000000000,3.900000000000000,1125.000000000000000,4.730000000000000,4.730000000000000,4.910000000000000,4.730000000000000,4.820000000000000,5.000000000000000,4.550000000000000,f,6,4,3,t,t,2,40,3131,-1.030000000000000,-1.240000000000000,-2.270000000000000,1306.483857962701677,1239.498220572394075,59,213.050847457627128,50,21.000000000000000,0
2011,34623511.000000000000000,3074414,94,95.000000000000000,f,t,t,47.657859999999999,-122.317850000000007,2,1.000000000000000,1.000000000000000,1.000000000000000,110.000000000000000,30.000000000000000,1125.000000000000000,4.670000000000000,4.750000000000000,4.750000000000000,5.000000000000000,4.750000000000000,4.920000000000000,4.580000000000000,f,115,4,3,t,t,2,31,3787,-1.020000000000000,0.890000000000000,-0.130000000000000,629.219780258412470,6076.702740210419506,81,134.234567901234556,191,34.000000000000000,1
2012,34664482.000000000000000,33745235,100,100.000000000000000,t,t,t,47.701749999999997,-122.292169999999999,10,2.000000000000000,3.000000000000000,3.000000000000000,458.000000000000000,2.000000000000000,1125.000000000000000,4.880000000000000,4.760000000000000,4.800000000000000,5.000000000000000,4.800000000000000,4.680000000000000,4.600000000000000,t,1,5,3,t,t,2,46,2761,-0.870000000000000,1.000000000000000,0.130000000000000,3703.855437830512528,11252.866900273715146,4,173.500000000000000,8,7.000000000000000,0
2013,34690515.000000000000000,261689152,100,100.000000000000000,t,t,f,47.634889999999999,-122.353949999999998,4,1.000000000000000,0.000000000000000,1.000000000000000,132.000000000000000,30.000000000000000,1125.000000000000000,4.930000000000000,4.910000000000000,4.900000000000000,4.930000000000000,4.930000000000000,4.980000000000000,4.820000000000000,t,1,5,3,t,t,2,30,1305,0.740000000000000,-0.170000000000000,0.570000000000000,1535.345672468438124,3892.117430790762683,31,233.935483870967744,112,15.000000000000000,0
2014,34693229.000000000000000,15502197,100,87.000000000000000,f,t,t,47.604990000000001,-122.313839999999999,2,1.000000000000000,1.000000000000000,1.000000000000000,90.000000000000000,30.000000000000000,1000.000000000000000,4.830000000000000,4.830000000000000,4.920000000000000,4.920000000000000,4.830000000000000,4.830000000000000,4.580000000000000,f,6,4,2,t,t,2,38,3131,-1.020000000000000,1.110000000000000,0.090000000000000,1281.632004163757074,1226.572843259535830,70,184.657142857142844,44,15.000000000000000,0
2015,34758003.000000000000000,9485643,100,100.000000000000000,t,t,t,47.606510000000000,-122.303839999999994,8,3.500000000000000,3.000000000000000,5.000000000000000,232.000000000000000,2.300000000000000,1125.000000000000000,4.830000000000000,4.900000000000000,4.880000000000000,4.930000000000000,4.920000000000000,4.780000000000000,4.810000000000000,t,1,5,3,t,t,2,45,3340,-0.310000000000000,1.000000000000000,0.690000000000000,2044.334577901352304,1994.063111481492342,58,172.431034482758633,21,14.000000000000000,0
2016,34779314.000000000000000,75319165,100,91.000000000000000,t,t,t,47.648800000000001,-122.371589999999998,5,2.000000000000000,2.000000000000000,4.000000000000000,589.000000000000000,4.000000000000000,1125.000000000000000,5.000000000000000,5.000000000000000,4.920000000000000,4.920000000000000,5.000000000000000,4.850000000000000,4.770000000000000,f,1,5,3,t,t,2,57,2381,-0.750000000000000,0.040000000000000,-0.710000000000000,2624.226307531780549,5894.025709771849506,23,237.695652173913032,3,5.000000000000000,0
2017,34781110.000000000000000,121688409,100,99.000000000000000,t,t,t,47.728029999999997,-122.332579999999993,4,1.000000000000000,1.000000000000000,2.000000000000000,122.000000000000000,30.000000000000000,1125.000000000000000,4.960000000000000,5.000000000000000,5.000000000000000,4.960000000000000,5.000000000000000,4.880000000000000,4.760000000000000,t,28,5,3,t,f,2,28,2090,-0.860000000000000,-1.240000000000000,-2.100000000000000,6600.055043675090019,13810.092024392713938,9,174.666666666666657,0,2.000000000000000,0
2018,34845194.000000000000000,262701290,100,98.000000000000000,t,t,t,47.660040000000002,-122.341639999999998,3,1.000000000000000,1.000000000000000,1.000000000000000,250.000000000000000,30.000000000000000,90.000000000000000,4.780000000000000,4.850000000000000,5.000000000000000,5.000000000000000,5.000000000000000,4.920000000000000,4.920000000000000,f,1,5,3,t,t,2,18,1300,-0.900000000000000,-1.880000000000000,-2.780000000000000,1374.530765761244766,6309.658681460702610,54,188.981481481481495,104,15.000000000000000,0
2019,34845472.000000000000000,25061321,100,100.000000000000000,t,t,t,47.614120000000000,-122.347200000000001,2,1.000000000000000,0.000000000000000,3.000000000000000,179.000000000000000,2.000000000000000,1125.000000000000000,4.940000000000000,4.930000000000000,5.000000000000000,4.910000000000000,5.000000000000000,4.960000000000000,4.830000000000000,f,5,5,3,t,t,3,22,2910,2.600000000000000,0.360000000000000,2.960000000000000,693.751002524882892,1723.008670347730458,218,204.766055045871553,326,16.000000000000000,3
2020,34859541.000000000000000,3188163,100,67.000000000000000,f,t,t,47.512270000000001,-122.385199999999998,4,1.000000000000000,2.000000000000000,3.000000000000000,110.000000000000000,30.000000000000000,1125.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,5.000000000000000,f,1,5,3,f,t,2,24,3776,-1.120000000000000,0.570000000000000,-0.550000000000000,6093.212316869496135,10993.322476153225580,8,162.000000000000000,0,9.000000000000000,0
2021,34870723.000000000000000,262897311,100,94.000000000000000,t,t,t,47.681179999999998,-122.348079999999996,4,1.000000000000000,1.000000000000000,3.000000000000000,176.000000000000000,2.000000000000000,1125.000000000000000,4.940000000000000,5.000000000000000,5.000000000000000,4.940000000000000,5.000000000000000,5.000000000000000,4.940000000000000,f,1,5,3,t,t,2,44,1300,0.130000000000000,-0.810000000000000,-0.680000000000000,1263.067752634943190,8705.716484801489059,27,190.148148148148152,12,3.000000000000000,0
